-66.597,-27.19,-6.1659
-65.996,-40.446,-1.9074
-65.375,-34.372,-2.559
-65.318,-18.856,-8.3771
-65.095,-26.253,-11.066
-64.892,-35.521,1.3892
-64.609,-29.659,-3.8289
-64.476,-44.613,-7.6114
-64.374,-42.163,-12.101
-64.21,-32.832,-19.511
-63.982,-15.792,16.842
-63.77,-38.84,-6.8478
-63.631,-23.364,-7.6894
-63.472,-29.99,6.8018
-63.391,-48.513,-12.725
-63.387,-18.341,-12.541
-63.347,-17.34,21.401
-63.323,-25.533,4.3009
-63.308,-9.7605,15.827
-63.007,-16.023,-18.389
-62.916,-30.106,21.905
-62.911,-10.753,27.577
-62.881,-12.927,-13.671
-62.843,-27.454,26.665
-62.628,-21.44,2.2322
-62.503,-33.063,-8.7977
-62.342,-11.1,32.577
-62.33,-29.809,31.475
-62.193,-41.016,27.966
-62.19,-8.1903,22.752
-61.923,-37.562,-1.2368
-61.915,-15.973,29.411
-61.832,-41.368,10.465
-61.795,-16.131,33.931
-61.779,-28.564,34.999
-61.766,-25.932,31.553
-61.755,-3.7878,12.745
-61.703,-46.389,9.6269
-61.663,-8.3054,11.787
-61.661,-47.394,26.164
-61.606,-13.741,15.52
-61.562,-52.086,-7.7464
-61.499,-35.551,-23.236
-61.465,-49.331,18.12
-61.436,-5.4493,18.072
-61.392,-11.746,19.895
-61.303,-28.709,-20.158
-61.239,-12.964,-24.356
-61.097,-38.858,-15.135
-61.074,-17.852,11.746
-61.065,-45.372,29.599
-61.024,-39.532,32.451
-61.008,-40.831,-5.9427
-61.001,-44.793,-19.756
-60.978,-26.722,17.041
-60.915,-35.011,30.494
-60.891,-36.779,-13.01
-60.889,-14.134,24.878
-60.841,-26.835,-12.828
-60.811,-18.545,25.932
-60.807,-32.88,9.6743
-60.697,-50.738,12.73
-60.625,-7.4388,25.115
-60.612,-18.358,-11.066
-60.584,-19.4,-23.173
-60.472,-9.2982,-1.6045
-60.465,-43.142,12.883
-60.412,-18.092,17.198
-60.4,-33.717,34
-60.398,-36.764,11.827
-60.397,-52.204,22.766
-60.368,-47.718,13.688
-60.281,-38.807,14.914
-60.277,-2.0831,7.5949
-60.265,-11.113,36.281
-60.22,-31.851,-14.826
-60.095,-10.126,29.057
-60.042,-50.694,-22.101
-59.897,-45.138,-13.268
-59.882,-24.807,35.516
-59.834,-33.415,-3.9834
-59.79,-46.489,-9.5167
-59.754,-16.308,37.864
-59.743,-28.736,-8.4979
-59.726,-30.814,27.214
-59.522,-51.194,-11.324
-59.509,-26.885,37.624
