0.019608,0.44314,0.6902
0.041725,0.45631,0.69741
0.063843,0.46949,0.70463
0.085961,0.48267,0.71184
0.10808,0.49584,0.71906
0.1302,0.50902,0.72627
0.15231,0.5222,0.73349
0.17443,0.53537,0.74071
0.19655,0.54855,0.74792
0.21867,0.56173,0.75514
0.24078,0.5749,0.76235
0.2629,0.58808,0.76957
0.28502,0.60125,0.77678
0.30714,0.61443,0.784
0.32925,0.62761,0.79122
0.35137,0.64078,0.79843
0.37349,0.65396,0.80565
0.39561,0.66714,0.81286
0.41773,0.68031,0.82008
0.43984,0.69349,0.82729
0.46196,0.70667,0.83451
0.48408,0.71984,0.84173
0.5062,0.73302,0.84894
0.52831,0.7462,0.85616
0.55043,0.75937,0.86337
0.57255,0.77255,0.87059
0.58839,0.78039,0.87451
0.60424,0.78824,0.87843
0.62008,0.79608,0.88235
0.63592,0.80392,0.88627
0.65176,0.81176,0.8902
0.66761,0.81961,0.89412
0.68345,0.82745,0.89804
0.69929,0.83529,0.90196
0.71514,0.84314,0.90588
0.73098,0.85098,0.9098
0.74682,0.85882,0.91373
0.76267,0.86667,0.91765
0.77851,0.87451,0.92157
0.79435,0.88235,0.92549
0.8102,0.8902,0.92941
0.82604,0.89804,0.93333
0.84188,0.90588,0.93725
0.85773,0.91373,0.94118
0.87357,0.92157,0.9451
0.88941,0.92941,0.94902
0.90525,0.93725,0.95294
0.9211,0.9451,0.95686
0.93694,0.95294,0.96078
0.95278,0.96078,0.96471
0.96863,0.96863,0.96863
0.96816,0.95576,0.95027
0.96769,0.9429,0.93192
0.96722,0.93004,0.91357
0.96675,0.91718,0.89522
0.96627,0.90431,0.87686
0.9658,0.89145,0.85851
0.96533,0.87859,0.84016
0.96486,0.86573,0.8218
0.96439,0.85286,0.80345
0.96392,0.84,0.7851
0.96345,0.82714,0.76675
0.96298,0.81427,0.74839
0.96251,0.80141,0.73004
0.96204,0.78855,0.71169
0.96157,0.77569,0.69333
0.9611,0.76282,0.67498
0.96063,0.74996,0.65663
0.96016,0.7371,0.63827
0.95969,0.72424,0.61992
0.95922,0.71137,0.60157
0.95875,0.69851,0.58322
0.95827,0.68565,0.56486
0.9578,0.67278,0.54651
0.95733,0.65992,0.52816
0.95686,0.64706,0.5098
0.95027,0.62118,0.49443
0.94369,0.59529,0.47906
0.9371,0.56941,0.46369
0.93051,0.54353,0.44831
0.92392,0.51765,0.43294
0.91733,0.49176,0.41757
0.91075,0.46588,0.4022
0.90416,0.44,0.38682
0.89757,0.41412,0.37145
0.89098,0.38824,0.35608
0.88439,0.36235,0.34071
0.8778,0.33647,0.32533
0.87122,0.31059,0.30996
0.86463,0.28471,0.29459
0.85804,0.25882,0.27922
0.85145,0.23294,0.26384
0.84486,0.20706,0.24847
0.83827,0.18118,0.2331
0.83169,0.15529,0.21773
0.8251,0.12941,0.20235
0.81851,0.10353,0.18698
0.81192,0.077647,0.17161
0.80533,0.051765,0.15624
0.79875,0.025882,0.14086
0.79216,0,0.12549
